,name,JASPAR,cluster
776,Erf::srebf2,JASPAR_vertebrates_CORE_MA1939.2_n304,20
777,Etv2::drgx,JASPAR_vertebrates_CORE_MA1940.2_n313,48
778,Etv2::figla,JASPAR_vertebrates_CORE_MA1941.2_n314,97
779,Etv2::foxi1,JASPAR_vertebrates_CORE_MA1942.2_n315,145
780,Etv2::hoxb13,JASPAR_vertebrates_CORE_MA1943.2_n316,105
781,Etv5::drgx,JASPAR_vertebrates_CORE_MA1944.2_n320,48
782,Etv5::figla,JASPAR_vertebrates_CORE_MA1945.2_n321,97
783,Etv5::foxi1,JASPAR_vertebrates_CORE_MA1946.2_n322,38
784,Etv5::foxo1,JASPAR_vertebrates_CORE_MA1947.2_n323,38
785,Etv5::hoxa2,JASPAR_vertebrates_CORE_MA1948.2_n324,48
786,Fli1::drgx,JASPAR_vertebrates_CORE_MA1949.2_n331,48
787,Fli1::foxi1,JASPAR_vertebrates_CORE_MA1950.2_n332,38
788,Fos,JASPAR_vertebrates_CORE_MA1951.2_n334,81
789,Foxj2::elf1,JASPAR_vertebrates_CORE_MA1952.2_n366,145
790,Foxo1::elf1,JASPAR_vertebrates_CORE_MA1953.2_n370,38
791,Foxo1::elk1,JASPAR_vertebrates_CORE_MA1954.2_n371,38
792,Foxo1::elk3,JASPAR_vertebrates_CORE_MA1955.2_n372,38
793,Foxo1::fli1,JASPAR_vertebrates_CORE_MA1956.2_n373,38
794,Hoxb2::elk1,JASPAR_vertebrates_CORE_MA1957.1_n146,48
795,Hoxd12::elk1,JASPAR_vertebrates_CORE_MA1958.2_n436,105
796,Klf7,JASPAR_vertebrates_CORE_MA1959.2_n460,4
797,Mga::evx1,JASPAR_vertebrates_CORE_MA1960.2_n487,67
798,Patz1,JASPAR_vertebrates_CORE_MA1961.2_n553,4
799,Pou2f1::sox2,JASPAR_vertebrates_CORE_MA1962.1_n147,57
800,Satb1,JASPAR_vertebrates_CORE_MA1963.2_n601,55
801,Smad2,JASPAR_vertebrates_CORE_MA1964.2_n607,30
802,Sp5,JASPAR_vertebrates_CORE_MA1965.2_n621,140
803,Tfap4::etv1,JASPAR_vertebrates_CORE_MA1966.2_n652,97
804,Tfap4::fli1,JASPAR_vertebrates_CORE_MA1967.2_n653,97
805,Tfcp2,JASPAR_vertebrates_CORE_MA1968.2_n654,52
806,Thra,JASPAR_vertebrates_CORE_MA1969.2_n659,6
807,Trps1,JASPAR_vertebrates_CORE_MA1970.2_n665,99
808,Zbed2,JASPAR_vertebrates_CORE_MA1971.2_n678,24
809,Zfp14,JASPAR_vertebrates_CORE_MA1972.1_n148,14
810,Zkscan3,JASPAR_vertebrates_CORE_MA1973.2_n695,32
811,Znf211,JASPAR_vertebrates_CORE_MA1974.2_n701,127
812,Znf214,JASPAR_vertebrates_CORE_MA1975.2_n702,0
813,Znf320,JASPAR_vertebrates_CORE_MA1976.2_n709,32
814,Znf324,JASPAR_vertebrates_CORE_MA1977.2_n710,11
815,Znf354a,JASPAR_vertebrates_CORE_MA1978.2_n714,142
816,Znf416,JASPAR_vertebrates_CORE_MA1979.2_n717,30
817,Znf418,JASPAR_vertebrates_CORE_MA1980.1_n149,27
818,Znf530,JASPAR_vertebrates_CORE_MA1981.2_n721,14
819,Znf574,JASPAR_vertebrates_CORE_MA1982.2_n723,32
820,Znf582,JASPAR_vertebrates_CORE_MA1983.2_n724,27
821,Znf667,JASPAR_vertebrates_CORE_MA1984.2_n727,26
822,Znf669,JASPAR_vertebrates_CORE_MA1985.1_n150,58
823,Znf692,JASPAR_vertebrates_CORE_MA1986.2_n732,22
824,Znf701,JASPAR_vertebrates_CORE_MA1987.2_n733,32
825,Atf3,JASPAR_vertebrates_CORE_MA1988.2_n763,116
826,Bcl11b,JASPAR_vertebrates_CORE_MA1989.2_n768,114
827,Gli1,JASPAR_vertebrates_CORE_MA1990.2_n791,90
828,Hnf1a,JASPAR_vertebrates_CORE_MA1991.2_n799,91
829,Ikzf3,JASPAR_vertebrates_CORE_MA1992.2_n802,31
830,Neurod2,JASPAR_vertebrates_CORE_MA1993.2_n816,7
831,Nkx2-1,JASPAR_vertebrates_CORE_MA1994.2_n822,17
832,Npas4,JASPAR_vertebrates_CORE_MA1995.2_n827,94
833,Nr1h2,JASPAR_vertebrates_CORE_MA1996.2_n828,103
834,Olig2,JASPAR_vertebrates_CORE_MA1997.2_n836,7
835,Prdm14,JASPAR_vertebrates_CORE_MA1998.2_n840,26
836,Prdm5,JASPAR_vertebrates_CORE_MA1999.2_n843,40
837,Six4,JASPAR_vertebrates_CORE_MA2001.2_n853,108
838,Zfp335,JASPAR_vertebrates_CORE_MA2002.2_n873,8
839,Nkx2-4,JASPAR_vertebrates_CORE_MA2003.2_n521,17
840,Hoxb1,JASPAR_vertebrates_CORE_MA2093.1_n176,141
841,Pax8,JASPAR_vertebrates_CORE_MA2094.1_n177,93
842,Sox7,JASPAR_vertebrates_CORE_MA2095.1_n745,13
843,Znf524,JASPAR_vertebrates_CORE_MA2096.1_n178,70
844,Znf75a,JASPAR_vertebrates_CORE_MA2097.1_n179,128
845,Znf766,JASPAR_vertebrates_CORE_MA2098.1_n180,127
846,Znf770,JASPAR_vertebrates_CORE_MA2099.1_n181,8
847,Zscan16,JASPAR_vertebrates_CORE_MA2100.1_n182,27
848,Znf677,JASPAR_vertebrates_CORE_MA2101.1_n183,35
849,Zbtb17,JASPAR_vertebrates_CORE_MA2102.1_n184,73
850,Foxp4,JASPAR_vertebrates_CORE_MA2117.1_n185,5
851,Foxs1,JASPAR_vertebrates_CORE_MA2118.1_n186,5
852,Hoxa3,JASPAR_vertebrates_CORE_MA2119.1_n187,141
853,Znf184,JASPAR_vertebrates_CORE_MA2120.1_n188,40
854,Znf213,JASPAR_vertebrates_CORE_MA2121.1_n189,144
855,Ebf4,JASPAR_vertebrates_CORE_MA2122.1_n746,111
856,Hand1,JASPAR_vertebrates_CORE_MA2123.1_n747,30
857,Hmga1,JASPAR_vertebrates_CORE_MA2124.1_n748,50
858,Zfp809,JASPAR_vertebrates_CORE_MA2125.1_n749,15
859,Zfp961,JASPAR_vertebrates_CORE_MA2126.1_n750,22
860,Pgr,JASPAR_vertebrates_CORE_MA2323.1_n173,109
861,Bcl11a,JASPAR_vertebrates_CORE_MA2324.1_n190,103
862,Epas1,JASPAR_vertebrates_CORE_MA2325.1_n191,133
863,Ikzf2,JASPAR_vertebrates_CORE_MA2326.1_n192,31
864,Pgr,JASPAR_vertebrates_CORE_MA2327.1_n193,109
865,Zbed4,JASPAR_vertebrates_CORE_MA2328.1_n194,71
866,Zbtb11,JASPAR_vertebrates_CORE_MA2329.1_n195,102
867,Zbtb24,JASPAR_vertebrates_CORE_MA2330.1_n196,64
868,Znf157,JASPAR_vertebrates_CORE_MA2331.1_n197,142
869,Znf175,JASPAR_vertebrates_CORE_MA2332.1_n198,31
870,Znf35,JASPAR_vertebrates_CORE_MA2333.1_n199,148
871,Znf547,JASPAR_vertebrates_CORE_MA2334.1_n200,0
872,Znf558,JASPAR_vertebrates_CORE_MA2335.1_n201,142
873,Zscan21,JASPAR_vertebrates_CORE_MA2336.1_n202,0
874,Nr1h3,JASPAR_vertebrates_CORE_MA2337.1_n751,103
875,Ppara,JASPAR_vertebrates_CORE_MA2338.1_n752,103
876,Nanog,JASPAR_vertebrates_CORE_MA2339.1_n753,98
877,Zbtb2,JASPAR_vertebrates_CORE_MA2340.1_n754,102
878,Fezf2,JASPAR_vertebrates_CORE_MA2341.1_n203,15
